image,label
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000220.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000220.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000221.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000221.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000222.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000222.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000223.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000223.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000224.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000224.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000225.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000225.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000226.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000226.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000227.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000227.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000228.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000228.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000229.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000229.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000230.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000230.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000231.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000231.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000232.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000232.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000233.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000233.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000234.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000234.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000235.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000235.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000236.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000236.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000237.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000237.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000238.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000238.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000239.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000239.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000240.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000240.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000241.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000241.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000242.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000242.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000243.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000243.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000244.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000244.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000245.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000245.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000246.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000246.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000247.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000247.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000248.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000248.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000249.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000249.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000250.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000250.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000251.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000251.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000252.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000252.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000253.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000253.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000254.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000254.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000255.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000255.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000256.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000256.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000257.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000257.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000258.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000258.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000259.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000259.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000260.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000260.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000261.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000261.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000262.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000262.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000263.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000263.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000264.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000264.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000265.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000265.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000266.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000266.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000267.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000267.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000268.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000268.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000269.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000269.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000270.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000270.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000271.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000271.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000272.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000272.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000273.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000273.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000274.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000274.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000275.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000275.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000276.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000276.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000277.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000277.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000278.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000278.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000279.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000279.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000280.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000280.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000281.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000281.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000282.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000282.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000283.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000283.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000284.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000284.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000285.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000285.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000286.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000286.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000287.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000287.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000288.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000288.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000289.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000289.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000290.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000290.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000291.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000291.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000292.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000292.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000293.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000293.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000294.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000294.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000295.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000295.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000296.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000296.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000297.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000297.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000298.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000298.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000299.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000299.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000300.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000300.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000301.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000301.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000302.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000302.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000303.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000303.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000304.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000304.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000305.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000305.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000306.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000306.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000307.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000307.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000308.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000308.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000309.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000309.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000310.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000310.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000311.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000311.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000312.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000312.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000313.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000313.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000314.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000314.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000315.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000315.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000316.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000316.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000317.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000317.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000318.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000318.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000319.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000319.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000320.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000320.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000321.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000321.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000322.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000322.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000323.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000323.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000324.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000324.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000325.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000325.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000326.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000326.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000327.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000327.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000328.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000328.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000329.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000329.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000330.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000330.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000331.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000331.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000332.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000332.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000333.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000333.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000334.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000334.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000335.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000335.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000336.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000336.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000337.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000337.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000338.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000338.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000339.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000339.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000340.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000340.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000341.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000341.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000342.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000342.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000343.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000343.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000344.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000344.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000345.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000345.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000346.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000346.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000347.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000347.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000348.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000348.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000349.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000349.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000350.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000350.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000351.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000351.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000352.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000352.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000353.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000353.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000354.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000354.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000355.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000355.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000356.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000356.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000357.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000357.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000358.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000358.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000359.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000359.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000360.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000360.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000361.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000361.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000362.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000362.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000363.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000363.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000364.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000364.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000365.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000365.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000366.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000366.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000367.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000367.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000368.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000368.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000369.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000369.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000370.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000370.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000371.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000371.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000372.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000372.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000373.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000373.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000374.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000374.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000375.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000375.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000376.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000376.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000377.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000377.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000378.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000378.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000379.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000379.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000380.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000380.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000381.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000381.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000382.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000382.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000383.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000383.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000384.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000384.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000385.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000385.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000386.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000386.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000387.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000387.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000388.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000388.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000389.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000389.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000390.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000390.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000391.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000391.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000392.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000392.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000393.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000393.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000394.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000394.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000395.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000395.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000396.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000396.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000397.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000397.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000398.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000398.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000399.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000399.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000400.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000400.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000401.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000401.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000402.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000402.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000403.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000403.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000404.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000404.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000405.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000405.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000406.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000406.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000407.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000407.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000408.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000408.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000409.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000409.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000410.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000410.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000411.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000411.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000412.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000412.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000413.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000413.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000414.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000414.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000415.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000415.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000416.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000416.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000417.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000417.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000418.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000418.png
